"R_fighter","B_fighter","R_odds","B_odds","R_ev","B_ev","date","location","country","Winner","title_bout","weight_class","gender","no_of_rounds","B_current_lose_streak","B_current_win_streak","B_draw","B_avg_SIG_STR_landed","B_avg_SIG_STR_pct","B_avg_SUB_ATT","B_avg_TD_landed","B_avg_TD_pct","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO/TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Stance","B_Height_cms","B_Reach_cms","B_Weight_lbs","R_current_lose_streak","R_current_win_streak","R_draw","R_avg_SIG_STR_landed","R_avg_SIG_STR_pct","R_avg_SUB_ATT","R_avg_TD_landed","R_avg_TD_pct","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO/TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Stance","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","B_age","lose_streak_dif","win_streak_dif","longest_win_streak_dif","win_dif","loss_dif","total_round_dif","total_title_bout_dif","ko_dif","sub_dif","height_dif","reach_dif","age_dif","sig_str_dif","avg_sub_att_dif","avg_td_dif","empty_arena","B_match_weightclass_rank","R_match_weightclass_rank","better_rank","finish","finish_details","finish_round","finish_round_time","total_fight_time_secs","R_kd_bout","B_kd_bout","R_sig_str_landed_bout","B_sig_str_landed_bout","R_sig_str_attempted_bout","B_sig_str_attempted_bout","R_sig_str_pct_bout","B_sig_str_pct_bout","R_tot_str_landed_bout","B_tot_str_landed_bout","R_tot_str_attempted_bout","B_tot_str_attempted_bout","R_td_landed_bout","B_td_landed_bout","R_td_attempted_bout","B_td_attempted_bout","R_td_pct_bout","B_td_pct_bout","R_sub_attempts_bout","B_sub_attempts_bout","R_pass_bout","B_pass_bout","R_rev_bout","B_rev_bout","isWeekend","days","month","year","class","rank"
"Demian Maia","Colby Covington",-120,100,83.33333333,100,2017-10-28,"Sao Paulo, Sao Paulo, Brazil","Brazil","0",FALSE,"Welterweight","MALE",3,0,4,0,28.75,0.57375,0.25,5.125,0.56875,4,1,20,0,0,0,3,2,2,0,7,"Orthodox",180.34,182.88,170,1,0,0,21.61538462,0.543461538,0.923076923,2.307692308,0.389615385,7,7,70,2,0,1,8,1,9,0,19,"Southpaw",185.42,182.88,170,39,29,1,4,-3,-12,6,-50,-2,1,-7,-5.08,0,10,7.13461538,-0.673076923,2.817307692,0,"7","3","Red","U-DEC",NA,3,05:00:00,900,0,0,53,88,151,317,0.35,0.27,59,121,157,351,0,0,13,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Oct","2017","B_Welterweight_rank","7"
"Neil Magny","Rafael Dos Anjos",165,-190,165,52.63157895,2017-09-09,"Edmonton, Alberta, Canada","Canada","0",FALSE,"Welterweight","MALE",3,0,1,0,40.63636364,0.422727273,0.590909091,1.818181818,0.315,5,7,58,3,0,0,9,4,2,0,15,"Southpaw",172.72,177.8,170,0,1,0,49,0.4475,0.3125,2.1875,0.478125,7,4,43,0,0,1,6,4,1,0,12,"Orthodox",190.5,203.2,170,30,32,0,0,-2,3,-3,15,3,0,1,-17.78,-25.4,-2,-8.36363636,0.278409091,-0.369318182,0,"10","6","Red","SUB","Arm Triangle",1,03:43:00,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Sep","2017","B_Welterweight_rank","10"
"Tyron Woodley","Demian Maia",-220,180,45.45454545,180,2017-07-29,"Anaheim, California, USA","USA","1",TRUE,"Welterweight","MALE",5,0,7,0,21.36,0.5528,0.96,2.4,0.4052,7,6,65,1,0,1,8,1,9,0,19,"Southpaw",185.42,182.88,170,0,1,0,30,0.544,0.2,0.5,0.25,3,3,25,3,1,1,0,5,0,0,7,"Orthodox",175.26,187.96,170,35,39,0,6,4,12,-3,40,-2,-4,9,10.16,-5.08,-4,-8.64,0.76,1.9,0,"1","0","Red","U-DEC",NA,5,05:00:00,1500,1,0,57,28,153,89,0.37,0.31,57,29,153,90,0,0,0,21,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jul","2017","B_Welterweight_rank","1"
"Robbie Lawler","Donald Cerrone",-155,135,64.51612903,135,2017-07-29,"Anaheim, California, USA","USA","1",FALSE,"Welterweight","MALE",3,1,0,0,43.29166667,0.492083333,0.416666667,0.708333333,0.310416667,8,5,50,1,0,0,6,8,5,0,19,"Orthodox",185.42,185.42,155,1,0,0,48.29411765,0.458823529,0,0.941176471,0.382352941,5,5,49,5,0,3,3,6,0,0,12,"Southpaw",180.34,187.96,170,35,34,0,0,3,7,0,1,-4,2,5,5.08,-2.54,1,-5.00245098,0.416666667,-0.232843138,0,"6","3","Red","U-DEC",NA,3,05:00:00,900,0,0,77,82,156,166,0.49,0.49,85,99,164,185,0,1,1,10,0,0.1,0,0,0,2,0,0,TRUE,"Saturday","Jul","2017","B_Welterweight_rank","6"
"Gunnar Nelson","Santiago Ponzinibbio",-174,164,57.47126437,164,2017-07-16,"Glasgow, Scotland, United Kingdom","United Kingdom","0",FALSE,"Welterweight","MALE",5,0,4,0,39.375,0.4,0,0.125,0.04125,4,2,17,0,0,0,3,3,0,0,6,"Orthodox",182.88,185.42,170,0,2,0,19.77777778,0.621111111,0.777777778,1.111111111,0.694444444,4,2,20,0,0,0,1,0,6,0,7,"Switch",180.34,182.88,170,28,30,0,2,0,-1,0,-3,0,3,-6,2.54,2.54,-2,19.59722222,-0.777777778,-0.986111111,0,"14","8","Red","KO/TKO","Punches",1,01:22:00,82,0,1,5,7,7,12,0.71,0.58,5,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Sunday","Jul","2017","B_Welterweight_rank","14"
"Demian Maia","Jorge Masvidal",-115,-105,86.95652174,95.23809524,2017-05-13,"Dallas, Texas, USA","USA","1",FALSE,"Welterweight","MALE",3,0,3,0,56.61538462,0.513076923,0.538461538,1.153846154,0.380769231,3,4,35,0,0,0,5,3,1,0,9,"Orthodox",180.34,187.96,170,0,6,0,21.29166667,0.550833333,1,2.333333333,0.408333333,6,6,62,1,0,0,8,1,9,0,18,"Southpaw",185.42,182.88,170,39,32,0,-3,-3,-9,2,-27,-1,2,-8,-5.08,5.08,7,35.32371795,-0.461538462,-1.179487179,0,"5","3","Red","S-DEC",NA,3,05:00:00,900,0,0,23,39,38,63,0.6,0.61,67,55,93,80,4,0,12,0,0.33,0,0,0,3,0,1,0,TRUE,"Saturday","May","2017","B_Welterweight_rank","5"
"Tyron Woodley","Stephen Thompson",120,-140,120,71.42857143,2017-03-04,"Las Vegas, Nevada, USA","USA","1",TRUE,"Welterweight","MALE",5,1,0,0,47.6,0.484,0,0.5,0.183,7,2,25,1,0,0,3,5,0,0,8,"Orthodox",182.88,190.5,170,1,0,0,27.33333333,0.556666667,0.222222222,0.444444444,0.222222222,3,3,20,2,0,1,0,5,0,0,6,"Orthodox",175.26,187.96,170,34,34,0,0,4,2,1,5,-1,0,0,7.62,2.54,0,20.26666667,-0.222222222,0.055555556,0,"1","0","Red","M-DEC",NA,5,05:00:00,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Mar","2017","B_Welterweight_rank","1"
"Donald Cerrone","Jorge Masvidal",-175,155,57.14285714,155,2017-01-28,"Denver, Colorado, USA","USA","0",FALSE,"Welterweight","MALE",3,0,2,0,56.5,0.509166667,0.583333333,1.25,0.4125,3,4,33,0,0,0,5,2,1,0,8,"Orthodox",180.34,187.96,170,0,4,0,43.86956522,0.493478261,0.434782609,0.739130435,0.323913043,8,4,48,1,0,0,6,8,5,0,19,"Orthodox",185.42,185.42,155,33,32,0,-2,-5,-11,0,-15,-1,-6,-4,-5.08,2.54,1,12.63043478,0.148550724,0.510869565,0,"12","5","Red","KO/TKO","Punches",2,01:00:00,360,0,2,30,58,65,102,0.46,0.56,30,58,65,102,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jan","2017","B_Welterweight_rank","12"
"Dong Hyun Kim","Tarec Saffiedine",-145,125,68.96551724,125,2016-12-30,"Las Vegas, Nevada, USA","USA","1",FALSE,"Welterweight","MALE",3,1,0,0,62,0.4375,0.25,0.25,0.0825,1,2,14,0,0,0,2,0,0,0,2,"Switch",177.8,177.8,170,0,2,0,23.0625,0.535625,0.5,2.125,0.450625,4,4,39,0,0,1,6,4,1,0,12,"Southpaw",187.96,193.04,170,35,30,-1,-2,-3,-10,2,-25,0,-4,-1,-10.16,-15.24,5,38.9375,-0.25,-1.875,0,"12","9","Red","S-DEC",NA,3,05:00:00,900,0,0,36,52,107,105,0.33,0.49,64,68,138,122,3,2,8,6,0.37,0.33,0,0,0,0,0,0,FALSE,"Friday","Dec","2016","B_Welterweight_rank","12"
"Johny Hendricks","Neil Magny",170,-200,170,50,2016-12-30,"Las Vegas, Nevada, USA","USA","0",FALSE,"Welterweight","MALE",3,1,0,0,48.93333333,0.441333333,0.2,2.266666667,0.443333333,7,4,40,0,0,1,5,4,1,0,11,"Orthodox",190.5,203.2,170,2,0,0,45.82352941,0.533529412,0.352941176,3.235294118,0.314117647,6,5,46,3,1,2,4,5,0,0,12,"Southpaw",175.26,175.26,185,33,29,1,0,1,-1,1,-6,-3,-1,1,15.24,27.94,4,3.10980392,-0.152941176,-0.968627451,0,"8","6","Red","U-DEC",NA,3,05:00:00,900,0,0,18,50,36,91,0.5,0.54,52,96,76,139,6,1,7,1,0.85,1,0,2,3,0,0,0,FALSE,"Friday","Dec","2016","B_Welterweight_rank","8"
"Donald Cerrone","Matt Brown",-300,250,33.33333333,250,2016-12-10,"Toronto, Ontario, Canada","Canada","1",FALSE,"Welterweight","MALE",3,2,0,0,33.68181818,0.559090909,1.045454545,1.045454545,0.395909091,7,9,50,0,0,0,2,9,2,0,13,"Orthodox",182.88,190.5,170,0,3,0,43,0.496818182,0.454545455,0.772727273,0.338636364,8,4,45,1,0,0,6,7,5,0,18,"Orthodox",185.42,185.42,155,33,35,-2,-3,-1,-5,-5,5,-1,2,-3,-2.54,5.08,-2,-9.31818182,0.59090909,0.272727272,0,"14","5","Red","KO/TKO","Kick",3,00:34:00,634,2,1,63,70,147,128,0.42,0.54,64,73,148,131,0,0,3,2,0,0,0,1,0,0,0,0,TRUE,"Saturday","Dec","2016","B_Welterweight_rank","14"
"Tim Kennedy","Kelvin Gastelum",-125,105,80,105,2016-12-10,"Toronto, Ontario, Canada","Canada","0",FALSE,"Middleweight","MALE",3,0,1,0,50.66666667,0.433333333,0.222222222,1,0.351111111,5,2,24,1,0,2,2,1,2,0,7,"Southpaw",175.26,180.34,185,1,0,0,37,0.4525,0.25,1.75,0.2375,3,1,12,0,0,0,2,1,0,0,3,"Orthodox",180.34,187.96,185,37,25,1,1,2,4,-1,12,1,0,2,-5.08,-7.62,12,13.66666667,-0.027777778,-0.75,0,NA,"10","Red","KO/TKO","Punches",3,02:45:00,765,0,1,45,62,108,110,0.41,0.56,51,68,115,116,3,0,8,0,0.37,0,0,0,1,0,0,1,TRUE,"Saturday","Dec","2016","B_Welterweight_rank","11"
"Leon Edwards","Albert Tumenov",150,-170,150,58.82352941,2016-10-08,"Manchester, England, United Kingdom","United Kingdom","1",FALSE,"Welterweight","MALE",3,1,0,0,35.28571429,0.414285714,0,0.142857143,0.142857143,5,2,14,0,0,1,1,3,0,0,5,"Orthodox",180.34,185.42,170,0,1,0,24.4,0.634,0.2,0.4,0.132,2,2,13,0,0,0,2,1,0,0,3,"Southpaw",182.88,187.96,170,25,24,-1,-1,3,2,0,1,0,2,0,-2.54,-2.54,1,10.88571429,-0.2,-0.257142857,0,"14",NA,"Blue","SUB","Rear Naked Choke",3,03:01:00,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Oct","2016","B_Welterweight_rank","14"
"Demian Maia","Carlos Condit",115,-135,115,74.07407407,2016-08-27,"Vancouver, British Columbia, Canada","Canada","1",FALSE,"Welterweight","MALE",5,1,0,0,63.41666667,0.378333333,0.75,0.5,0.159166667,5,5,37,3,0,1,1,4,0,1,7,"Orthodox",187.96,190.5,170,0,5,0,22.17391304,0.531304348,1,2.391304348,0.382608696,5,6,61,1,0,0,8,1,8,0,17,"Southpaw",185.42,182.88,170,38,32,-1,-5,0,-10,1,-24,2,4,-8,2.54,7.62,6,41.24275363,-0.25,-1.891304348,0,"4","3","Red","SUB","Rear Naked Choke",1,01:52:00,112,0,0,1,1,1,6,1,0.16,5,1,5,6,1,0,1,0,1,0,1,0,2,0,0,0,TRUE,"Saturday","Aug","2016","B_Welterweight_rank","4"
"Rick Story","Donald Cerrone",120,-140,120,71.42857143,2016-08-20,"Las Vegas, Nevada, USA","USA","0",FALSE,"Welterweight","MALE",3,0,2,0,42.9047619,0.491428571,0.428571429,0.761904762,0.307142857,8,4,43,1,0,0,6,6,5,0,17,"Orthodox",185.42,185.42,155,0,3,0,49.11111111,0.427222222,0.777777778,2.166666667,0.567777778,6,6,49,0,0,3,5,2,2,0,12,"Southpaw",175.26,180.34,170,31,33,0,-1,2,5,2,-6,1,4,3,10.16,5.08,-2,-6.20634921,-0.349206349,-1.404761905,0,"14","9","Red","KO/TKO","Kick",2,02:02:00,422,0,1,17,45,51,73,0.33,0.61,19,48,54,76,1,1,5,1,0.2,1,0,1,0,0,0,0,TRUE,"Saturday","Aug","2016","B_Welterweight_rank","14"
"Robbie Lawler","Tyron Woodley",-120,100,83.33333333,100,2016-07-30,"Atlanta, Georgia, USA","USA","0",TRUE,"Welterweight","MALE",5,0,2,0,25.28571429,0.551428571,0,0.428571429,0.142857143,2,2,14,0,0,1,0,4,0,0,5,"Orthodox",175.26,187.96,170,0,5,0,51.125,0.45625,0,1,0.40625,5,4,48,4,0,3,3,6,0,0,12,"Southpaw",180.34,187.96,170,34,34,0,-3,-3,-7,2,-34,-4,-2,0,-5.08,0,0,-25.83928571,0,-0.571428571,0,"4","0","Red","KO/TKO","Punch",1,02:12:00,132,0,1,3,8,6,11,0.5,0.72,4,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jul","2016","B_Welterweight_rank","4"
"Johny Hendricks","Kelvin Gastelum",-105,-115,95.23809524,86.95652174,2016-07-09,"Las Vegas, Nevada, USA","USA","0",FALSE,"Welterweight","MALE",3,1,0,0,41.5,0.42625,0.25,1.125,0.395,5,2,21,1,0,2,1,1,2,0,6,"Southpaw",175.26,180.34,185,1,0,0,44.3125,0.539375,0.375,3.375,0.32125,6,4,43,3,1,2,4,5,0,0,12,"Southpaw",175.26,175.26,185,32,24,0,0,-1,-6,2,-22,-2,-4,2,0,5.08,8,-2.8125,-0.125,-2.25,0,"12","6","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jul","2016","B_Welterweight_rank","12"
"Rory MacDonald","Stephen Thompson",-105,-115,95.23809524,86.95652174,2016-06-18,"Ottawa, Ontario, Canada","Canada","0",FALSE,"Welterweight","MALE",5,0,6,0,40.375,0.52,0,0.625,0.22875,6,1,15,0,0,0,2,5,0,0,7,"Orthodox",182.88,190.5,170,1,0,0,50.5,0.444166667,0.416666667,1.75,0.379166667,5,3,33,1,0,0,5,3,1,0,9,"Orthodox",182.88,193.04,170,26,33,1,6,1,-2,2,-18,-1,2,-1,0,-2.54,-7,-10.125,-0.416666667,-1.125,0,"2","1","Red","U-DEC",NA,5,05:00:00,1500,0,0,61,110,152,259,0.4,0.42,62,124,153,274,0,0,2,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jun","2016","B_Welterweight_rank","2"
"Dan Henderson","Hector Lombard",265,-325,265,30.76923077,2016-06-04,"Los Angeles, California, USA","USA","1",FALSE,"Middleweight","MALE",3,2,0,0,35,0.491428571,0,1.428571429,0.355714286,2,4,17,0,0,0,1,2,0,0,3,"Southpaw",175.26,180.34,185,1,0,0,27,0.513125,0.3125,0.875,0.24625,4,8,40,3,0,2,3,3,0,0,8,"Orthodox",180.34,187.96,185,45,38,-1,0,-2,-5,4,-23,-3,-1,0,-5.08,-7.62,7,8,-0.3125,0.553571429,0,NA,"15","Red","KO/TKO","Elbow",2,01:27:00,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jun","2016","B_Welterweight_rank","14"
"Tarec Saffiedine","Rick Story",115,-135,115,74.07407407,2016-05-29,"Las Vegas, Nevada, USA","USA","0",FALSE,"Welterweight","MALE",3,0,2,0,48.58823529,0.421764706,0.823529412,2.294117647,0.601176471,6,6,46,0,0,3,4,2,2,0,11,"Southpaw",175.26,180.34,170,0,1,0,72,0.433333333,0.333333333,0.333333333,0.11,1,1,11,0,0,0,2,0,0,0,2,"Switch",177.8,177.8,170,29,31,0,1,5,9,-5,35,0,2,2,-2.54,2.54,-2,-23.41176471,0.490196079,1.960784314,0,"11","10","Red","U-DEC",NA,3,05:00:00,900,0,0,32,58,71,111,0.45,0.52,47,97,86,150,0,0,1,6,0,0,0,0,0,0,0,0,TRUE,"Sunday","May","2016","B_Welterweight_rank","11"
"Demian Maia","Matt Brown",-350,290,28.57142857,290,2016-05-14,"Curitiba, Parana, Brazil","Brazil","1",FALSE,"Welterweight","MALE",3,0,1,0,36.2,0.573,1.15,1.15,0.4355,7,7,46,0,0,0,2,9,2,0,13,"Orthodox",182.88,190.5,170,0,4,0,22.40909091,0.516818182,0.954545455,2.363636364,0.386363636,5,6,58,1,0,0,8,1,7,0,16,"Southpaw",185.42,182.88,170,38,35,0,-3,2,-3,-1,-12,-1,8,-5,-2.54,7.62,3,13.79090909,0.195454545,-1.213636364,0,"8","6","Red","SUB","Rear Naked Choke",3,04:31:00,871,0,0,17,10,20,23,0.85,0.43,91,29,110,46,3,0,10,0,0.3,0,2,0,5,1,0,1,TRUE,"Saturday","May","2016","B_Welterweight_rank","8"
"Hector Lombard","Neil Magny",100,-120,100,83.33333333,2016-03-19,"Brisbane, Queensland, Australia","Australia","0",FALSE,"Welterweight","MALE",3,0,2,0,44.46153846,0.425384615,0.076923077,2.538461538,0.473076923,7,3,36,0,0,1,5,3,1,0,10,"Orthodox",190.5,203.2,170,1,0,0,30.83333333,0.448333333,0,1.5,0.36,2,3,14,0,0,0,1,2,0,0,3,"Southpaw",175.26,180.34,185,38,28,1,2,5,7,0,22,0,1,1,15.24,22.86,10,13.62820513,0.076923077,1.038461538,0,"9","13","Blue","KO/TKO","Punches",3,00:46:00,646,2,0,60,148,79,197,0.75,0.75,75,196,95,250,1,1,3,2,0.33,0.5,0,2,2,5,0,0,TRUE,"Saturday","Mar","2016","B_Welterweight_rank","9"
"Johny Hendricks","Stephen Thompson",-290,245,34.48275862,245,2016-02-06,"Las Vegas, Nevada, USA","USA","0",FALSE,"Welterweight","MALE",5,0,5,0,42.71428571,0.52,0,0.714285714,0.261428571,5,1,14,0,0,0,2,4,0,0,6,"Orthodox",182.88,190.5,170,0,1,0,46.8,0.546666667,0.4,3.6,0.342666667,6,3,42,3,1,2,4,5,0,0,12,"Southpaw",175.26,175.26,185,32,32,0,4,-1,-6,2,-28,-3,-1,0,7.62,15.24,0,-4.08571429,-0.4,-2.885714286,0,"8","2","Red","KO/TKO","Punch",1,03:31:00,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Feb","2016","B_Welterweight_rank","8"
"Robbie Lawler","Carlos Condit",-115,-105,86.95652174,95.23809524,2016-01-02,"Las Vegas, Nevada, USA","USA","1",TRUE,"Welterweight","MALE",5,0,1,0,53.18181818,0.380909091,0.818181818,0.545454545,0.173636364,5,4,32,2,0,1,1,4,0,1,7,"Orthodox",187.96,190.5,170,0,4,0,48.4,0.452666667,0,1.066666667,0.433333333,4,4,43,3,0,2,3,6,0,0,11,"Southpaw",180.34,187.96,170,33,31,0,-3,1,-4,0,-11,-1,-1,0,7.62,2.54,2,4.78181818,0.818181818,-0.521212122,0,"4","0","Red","S-DEC",NA,5,05:00:00,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jan","2016","B_Welterweight_rank","4"
"Demian Maia","Gunnar Nelson",105,-125,105,80,2015-12-12,"Las Vegas, Nevada, USA","USA","1",FALSE,"Welterweight","MALE",3,0,1,0,23.16666667,0.666666667,0.833333333,1,0.625,4,1,13,0,0,0,1,0,4,0,5,"Switch",180.34,182.88,170,0,3,0,21.23809524,0.502857143,0.952380952,2.380952381,0.392857143,5,6,55,1,0,0,7,1,7,0,15,"Southpaw",185.42,182.88,170,38,27,0,-2,-1,-10,5,-42,-1,-1,-3,-5.08,0,11,1.92857143,-0.119047619,-1.380952381,0,"12","6","Red","U-DEC",NA,3,05:00:00,900,0,0,47,2,58,4,0.81,0.5,193,7,229,10,2,1,8,1,0.25,1,1,0,5,2,1,2,TRUE,"Saturday","Dec","2015","B_Welterweight_rank","12"
"Neil Magny","Kelvin Gastelum",270,-330,270,30.3030303,2015-11-21,"Monterrey, Nuevo Leon, Mexico","Mexico","1",FALSE,"Welterweight","MALE",5,0,1,0,39.71428571,0.43,0.285714286,1,0.357142857,5,1,16,1,0,2,1,1,2,0,6,"Southpaw",175.26,180.34,185,0,1,0,43.66666667,0.43,0.083333333,2.25,0.4775,7,3,31,0,0,0,5,3,1,0,9,"Orthodox",190.5,203.2,170,28,24,0,0,-2,-3,2,-15,1,-2,1,-15.24,-22.86,4,-3.95238096,0.202380953,-1.25,0,"15","13","Red","S-DEC",NA,5,05:00:00,1500,0,2,54,54,145,134,0.37,0.4,81,86,174,167,6,2,14,3,0.42,0.66,0,0,5,3,0,1,TRUE,"Saturday","Nov","2015","B_Welterweight_rank","15"
"Demian Maia","Neil Magny",-240,200,41.66666667,200,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil","Brazil","1",FALSE,"Welterweight","MALE",3,0,7,0,45.6,0.465,0.1,2.3,0.529,7,2,26,0,0,0,4,3,1,0,8,"Orthodox",190.5,203.2,170,0,2,0,21.65,0.49,0.95,2.4,0.3625,5,6,53,1,0,0,7,1,6,0,14,"Southpaw",185.42,182.88,170,37,27,0,5,2,-6,4,-27,-1,2,-5,5.08,20.32,10,23.95,-0.85,-0.1,0,"12","6","Red","SUB","Rear Naked Choke",2,02:52:00,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Aug","2015","B_Welterweight_rank","12"
"Robbie Lawler","Rory MacDonald",145,-165,145,60.60606061,2015-07-11,"Las Vegas, Nevada, USA","USA","1",TRUE,"Welterweight","MALE",5,0,3,0,47.27272727,0.45,0.454545455,1.909090909,0.413636364,5,2,28,0,0,0,5,3,1,0,9,"Orthodox",182.88,193.04,170,0,3,0,46.85714286,0.453571429,0,1.142857143,0.464285714,3,4,38,2,0,2,3,5,0,0,10,"Southpaw",180.34,187.96,170,33,25,0,0,2,-1,2,-10,-2,-2,1,2.54,5.08,8,0.41558441,0.454545455,0.766233766,0,"2","0","Red","KO/TKO","Punch",5,01:00:00,1260,1,0,70,86,156,222,0.44,0.38,76,87,163,223,0,0,0,4,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jul","2015","B_Welterweight_rank","2"
"Carlos Condit","Thiago Alves",-350,290,28.57142857,290,2015-05-30,"Goiania, Goias, Brazil","Brazil","1",FALSE,"Welterweight","MALE",5,0,2,0,37.57894737,0.466315789,0.263157895,0.578947368,0.315263158,7,6,45,1,0,0,4,7,1,1,13,"Orthodox",175.26,177.8,170,1,0,0,51,0.373,0.9,0.4,0.125,5,4,30,2,0,1,1,4,0,0,6,"Orthodox",187.96,190.5,170,31,31,1,2,2,7,-2,15,-1,4,1,-12.7,-12.7,0,-13.42105263,-0.636842105,0.178947368,0,"12","4","Red","KO/TKO",NA,2,05:00:00,600,1,0,75,34,162,69,0.46,0.49,107,35,200,70,2,0,3,0,0.66,0,0,1,5,0,0,0,TRUE,"Saturday","May","2015","B_Welterweight_rank","12"
"Hyun Gyu Lim","Neil Magny",105,-125,105,80,2015-05-16,"Manila, Philippines","Philippines","0",FALSE,"Welterweight","MALE",3,0,6,0,45.88888889,0.453333333,0.111111111,2.333333333,0.532222222,6,2,24,0,0,0,4,2,1,0,7,"Orthodox",190.5,203.2,170,0,1,0,55,0.5,0.25,0.25,0.25,2,1,9,0,0,0,0,3,0,0,3,"Orthodox",190.5,195.58,170,30,27,0,5,4,4,-1,15,0,-1,1,0,7.62,3,-9.11111111,-0.138888889,2.083333333,0,"15",NA,"Blue","KO/TKO","Punches",2,01:24:00,384,0,0,15,43,36,75,0.41,0.57,15,64,36,102,0,2,0,4,0,0.5,0,0,0,6,0,1,TRUE,"Saturday","May","2015","B_Welterweight_rank","15"
"Demian Maia","Ryan LaFlare",-105,-115,95.23809524,86.95652174,2015-03-21,"Rio de Janeiro, Brazil","Brazil","1",FALSE,"Welterweight","MALE",5,0,4,0,61,0.4575,0.5,4.75,0.5975,4,0,12,0,0,0,4,0,0,0,4,"Southpaw",185.42,187.96,170,0,1,0,20.89473684,0.488421053,0.894736842,2.263157895,0.363157895,5,6,48,1,0,0,6,1,6,0,13,"Southpaw",185.42,182.88,170,37,31,0,3,-1,-9,6,-36,-1,-1,-6,0,5.08,6,40.10526316,-0.394736842,2.486842105,0,"14","7","Red","U-DEC",NA,5,05:00:00,1500,0,0,36,25,69,91,0.52,0.27,76,54,121,121,5,0,14,0,0.35,0,2,0,14,0,0,0,TRUE,"Saturday","Mar","2015","B_Welterweight_rank","14"
"Johny Hendricks","Matt Brown",-380,340,26.31578947,340,2015-03-14,"Dallas, Texas, USA","USA","1",FALSE,"Welterweight","MALE",3,1,0,0,37.55555556,0.573888889,1.222222222,1.222222222,0.428333333,7,6,42,0,0,0,2,9,1,0,12,"Orthodox",182.88,190.5,170,1,0,0,47.57142857,0.547857143,0.428571429,3.214285714,0.302857143,6,3,39,3,1,2,3,5,0,0,11,"Southpaw",175.26,175.26,185,31,34,0,0,1,1,-3,3,-3,4,1,7.62,15.24,-3,-10.01587301,0.793650793,-1.992063492,0,"5","1","Red","U-DEC",NA,3,05:00:00,900,0,0,36,23,67,49,0.53,0.46,85,39,124,66,9,0,10,0,0.9,0,0,0,5,0,0,0,TRUE,"Saturday","Mar","2015","B_Welterweight_rank","5"
"Tyron Woodley","Kelvin Gastelum",-185,170,54.05405405,170,2015-01-31,"Las Vegas, Nevada, USA","USA","1",FALSE,"Welterweight","MALE",3,0,5,0,37.4,0.452,0.4,1.2,0.4,5,0,11,1,0,2,1,0,2,0,5,"Southpaw",175.26,180.34,185,0,1,0,25,0.601666667,0,0.5,0.166666667,2,2,11,0,0,0,0,4,0,0,4,"Orthodox",175.26,187.96,170,32,23,0,4,3,1,2,0,1,-4,2,0,-7.62,9,12.4,0.4,0.7,0,"7","3","Red","S-DEC",NA,3,05:00:00,900,0,0,27,32,104,143,0.25,0.22,34,40,112,151,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jan","2015","B_Welterweight_rank","7"
